Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
3440,0.0001,0.0010,0.8859,0.0000,0.0010,0.0007,0.0001,0.0000,0.0044,0.0000
3441,0.3484,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
3442,0.0001,0.0004,0.9914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3443,0.6275,0.2645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3444,0.9918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
3445,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3446,0.9843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3447,0.0023,0.9980,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3448,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3449,0.3699,0.0200,0.0004,0.0142,0.0008,0.0039,0.0010,0.0002,0.0001,0.0001
3450,0.4357,0.0103,0.0007,0.0017,0.0074,0.0180,0.0026,0.0020,0.0001,0.0003
3451,0.8782,0.1286,0.0001,0.0006,0.0017,0.0000,0.0020,0.0000,0.0000,0.0001
3452,0.0016,0.9797,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3453,0.0000,0.0000,0.0729,0.0000,0.0000,0.0123,0.0000,0.0000,0.0000,0.0000
3454,0.1993,0.0001,0.0000,0.0001,0.0001,0.0105,0.0000,0.0000,0.0000,0.0000
3455,0.9177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3456,0.9990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3457,0.0161,0.0007,0.0000,0.0012,0.0002,0.0000,0.0008,0.0017,0.0000,0.1409
3458,0.7667,0.0017,0.0003,0.0001,0.0358,0.0000,0.2615,0.0000,0.0000,0.0000
3459,0.0007,0.0001,0.0005,0.0000,0.0006,0.0005,0.0999,0.0152,0.2711,0.0001
3460,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3461,0.0012,0.1978,0.0000,0.1295,0.0000,0.0000,0.0022,0.0000,0.0019,0.0027
3462,0.0001,0.8916,0.0003,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3463,0.7435,0.1508,0.0043,0.0024,0.0032,0.0004,0.0067,0.0002,0.0001,0.0000
3464,0.9398,0.0000,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000
3465,0.7341,0.0057,0.0000,0.0005,0.0013,0.0005,0.0001,0.0001,0.0000,0.0000
3466,0.9159,0.0037,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000
3467,0.0002,0.0000,0.0000,0.0004,0.0000,0.8817,0.0000,0.0000,0.0000,0.0000
3468,0.0000,0.0004,0.0000,0.0007,0.0027,0.2349,0.0009,0.0002,0.0058,0.0000
3469,0.0006,0.0009,0.0000,0.4599,0.0000,0.0051,0.0013,0.0000,0.0000,0.0001
3470,0.0862,0.2956,0.0264,0.0003,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
3471,0.3326,0.6027,0.0064,0.0014,0.0005,0.0001,0.0091,0.0001,0.0001,0.0004
3472,0.0006,0.0000,0.0001,0.0000,0.0014,0.0002,0.0002,0.7191,0.0001,0.0005
3473,0.9368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3474,0.0010,0.0000,0.0000,0.0000,0.1782,0.2002,0.0000,0.0000,0.0000,0.0000
3475,0.4034,0.9433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3476,0.0000,0.0000,0.9973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3477,0.8391,0.0000,0.0000,0.0000,0.0018,0.0001,0.0000,0.0001,0.0000,0.0000
3478,0.0000,0.0001,0.0000,0.9526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3479,0.0000,0.0001,0.9987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3480,0.0003,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3481,0.2659,0.0088,0.0010,0.0005,0.0001,0.0000,0.0166,0.0000,0.0000,0.0000
3482,0.9797,0.0108,0.0000,0.0001,0.0000,0.0000,0.0038,0.0000,0.0000,0.0000
3483,0.0023,0.0000,0.0000,0.0000,0.0001,0.0007,0.0000,0.9351,0.0000,0.0000
3484,0.8335,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000
3485,0.0012,0.0011,0.9357,0.0000,0.0000,0.0001,0.0000,0.0001,0.0001,0.0000
3486,0.9812,0.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3487,0.9970,0.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3488,0.8315,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3489,0.0466,0.7271,0.0186,0.0005,0.0004,0.0001,0.0277,0.0006,0.0005,0.0013
3490,0.0000,0.0716,0.0034,0.0000,0.0021,0.0286,0.0000,0.0000,0.0000,0.0000
3491,0.9528,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3492,0.1429,0.0049,0.0000,0.0293,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001
3493,0.0001,0.0000,0.0000,0.9943,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
3494,0.0001,0.9919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3495,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3496,0.9886,0.0225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3497,0.9994,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3498,0.0790,0.0064,0.0099,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000
3499,0.0236,0.0592,0.0099,0.0010,0.0000,0.0166,0.0007,0.0001,0.0634,0.0002
3500,0.0002,0.0001,0.0000,0.9249,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000
3501,0.9268,0.0064,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3502,0.5344,0.0006,0.0000,0.0000,0.0497,0.0004,0.0001,0.0001,0.0001,0.0000
3503,0.1447,0.0178,0.0014,0.0010,0.0024,0.0000,0.0408,0.0028,0.0035,0.0889
3504,0.0113,0.3038,0.0217,0.0108,0.0002,0.0027,0.0007,0.0002,0.0002,0.0003
3505,0.9748,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3506,0.9137,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3507,0.0198,0.8651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3508,0.9972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3509,0.6185,0.4732,0.0001,0.0002,0.0013,0.0000,0.4951,0.0000,0.0000,0.0000
3510,0.1248,0.9494,0.0005,0.0001,0.0002,0.0000,0.0017,0.0000,0.0000,0.0000
3511,0.8469,0.0017,0.0006,0.0001,0.0001,0.0000,0.0003,0.0002,0.0000,0.0001
3512,0.0117,0.0003,0.0001,0.0002,0.0002,0.0056,0.0324,0.0099,0.0011,0.0001
3513,0.0000,0.0000,0.9996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3514,0.0075,0.0114,0.0003,0.2003,0.0152,0.0018,0.0131,0.0006,0.0001,0.0010
3515,0.9917,0.0025,0.0000,0.0003,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000
3516,0.0000,0.0001,0.6868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,0.0000
3517,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3518,0.0092,0.0075,0.0185,0.0016,0.1621,0.0050,0.1183,0.0041,0.0719,0.0156
3519,0.0001,0.9989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3520,0.9111,0.0212,0.0002,0.0004,0.0011,0.0004,0.0003,0.0000,0.0000,0.0000
3521,0.9920,0.1375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3522,0.0001,0.9996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3523,0.8175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3524,0.7007,0.0016,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3525,0.0015,0.0002,0.0059,0.0000,0.0001,0.0000,0.0000,0.0030,0.0007,0.0626
3526,0.0683,0.0013,0.0000,0.0000,0.0005,0.0000,0.0000,0.0075,0.0000,0.0000
3527,0.9322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3528,0.9993,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3529,0.9995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3530,0.7968,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3531,0.0082,0.0179,0.0138,0.0239,0.1732,0.0095,0.0070,0.0004,0.0038,0.0013
3532,0.5808,0.0000,0.0000,0.0000,0.0000,0.0000,0.3735,0.0000,0.0000,0.0001
3533,0.9007,0.0215,0.0000,0.0001,0.0001,0.0001,0.0001,0.0008,0.0001,0.0000
3534,0.3649,0.0001,0.0008,0.0001,0.0000,0.0004,0.0000,0.0003,0.0000,0.0002
3535,0.1486,0.0014,0.0001,0.0087,0.0000,0.0004,0.0001,0.0020,0.0000,0.0157
3536,0.0215,0.9336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3537,0.9670,0.0022,0.0003,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
3538,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0173,0.0000,0.0000,0.0007
3539,0.0054,0.0007,0.0003,0.1372,0.0019,0.0004,0.0138,0.0002,0.0003,0.1396
3540,0.9279,0.0002,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000
3541,0.9990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3542,0.0848,0.7273,0.0036,0.0029,0.0011,0.0049,0.0027,0.0063,0.0101,0.0039
3543,0.0031,0.2644,0.0900,0.0000,0.0004,0.0000,0.0005,0.0000,0.0000,0.0000
3544,0.6703,0.2287,0.0000,0.0001,0.0000,0.0000,0.2205,0.0000,0.0000,0.0002
3545,0.9876,0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3546,0.0010,0.0029,0.0081,0.1161,0.0050,0.0225,0.0014,0.0081,0.0224,0.0300
3547,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3548,0.8819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3549,0.1954,0.9785,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000
3550,0.3890,0.0087,0.0000,0.0216,0.0177,0.0002,0.0040,0.0002,0.0000,0.0006
3551,0.7639,0.0018,0.0000,0.0000,0.0000,0.0000,0.0021,0.0001,0.0000,0.0000
3552,0.0344,0.7822,0.0001,0.0022,0.0046,0.0000,0.0061,0.0000,0.0000,0.0000
3553,0.5695,0.0025,0.0641,0.0003,0.0021,0.0005,0.0034,0.0002,0.0103,0.0001
3554,0.0256,0.0028,0.0003,0.0436,0.0082,0.0060,0.0837,0.0005,0.0057,0.0023
3555,0.9992,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3556,0.9793,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3557,0.1596,0.0844,0.0007,0.0310,0.0282,0.0023,0.0027,0.0015,0.0011,0.0073
3558,0.9149,0.2069,0.0022,0.0003,0.0007,0.0000,0.0021,0.0000,0.0000,0.0002
3559,0.5611,0.0001,0.0000,0.0000,0.0002,0.0015,0.0000,0.0259,0.0000,0.0000
3560,0.0811,0.0000,0.0000,0.0000,0.0005,0.0201,0.0000,0.0007,0.0000,0.0000
3561,0.1121,0.0066,0.0115,0.0012,0.0021,0.0007,0.0048,0.0068,0.0078,0.0188
3562,0.0002,0.0644,0.0009,0.0541,0.0000,0.0002,0.0005,0.0000,0.0003,0.0001
3563,0.3046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0003
3564,0.6974,0.0010,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0001,0.0000
3565,0.5550,0.1306,0.0000,0.0001,0.0004,0.0001,0.0000,0.0000,0.0000,0.0000
3566,0.9893,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3567,0.0700,0.0076,0.0035,0.0005,0.0005,0.0006,0.0004,0.0371,0.0006,0.3768
3568,0.0001,0.0031,0.0000,0.3029,0.0001,0.0000,0.0066,0.0000,0.0000,0.0000
3569,0.0003,0.9996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3570,0.6604,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3571,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000
3572,0.0049,0.0170,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0401,0.0000
3573,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9001,0.0000,0.0000
3574,0.2606,0.0900,0.0025,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3575,0.0947,0.9884,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000
3576,0.2458,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0238,0.0000,0.0000
3577,0.0063,0.0002,0.0102,0.0155,0.0002,0.0301,0.0004,0.0000,0.0004,0.0004
3578,0.1016,0.0004,0.0000,0.2355,0.0006,0.0054,0.0000,0.0000,0.0000,0.0000
3579,0.1211,0.0381,0.2744,0.0981,0.0055,0.0092,0.0184,0.0018,0.0040,0.0278
3580,0.9866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3581,0.3359,0.0001,0.0000,0.0004,0.0013,0.0000,0.0005,0.0006,0.0000,0.0686
3582,0.0840,0.4157,0.0013,0.0351,0.0002,0.0045,0.0011,0.0004,0.0000,0.0000
3583,0.0000,0.0000,0.0000,0.9897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3584,0.0000,0.0004,0.0000,0.9761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3585,0.0016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3586,0.5853,0.0001,0.0000,0.0000,0.0032,0.0020,0.0001,0.0006,0.0000,0.0002
3587,0.0003,0.8074,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000
3588,0.0001,0.1760,0.0071,0.0001,0.0008,0.0001,0.0000,0.0000,0.0000,0.0004
3589,0.0090,0.0000,0.0000,0.0000,0.0002,0.0582,0.0002,0.0000,0.0778,0.0000
3590,0.3919,0.0007,0.0004,0.0045,0.0073,0.0019,0.0008,0.0290,0.0002,0.0004
3591,0.9976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3592,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3593,0.9580,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3594,0.5178,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3595,0.9469,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3596,0.9876,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3597,0.0000,0.0000,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3598,0.0008,0.7130,0.0021,0.0001,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000
3599,0.0287,0.7981,0.0000,0.0001,0.0007,0.0000,0.0028,0.0000,0.0000,0.0000
3600,0.8918,0.0001,0.0000,0.0001,0.0001,0.0013,0.0001,0.0001,0.0000,0.0000
3601,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3602,0.8147,0.0011,0.0001,0.0000,0.0007,0.0003,0.0001,0.0001,0.0000,0.0002
3603,0.0005,0.0001,0.0024,0.0002,0.0019,0.0015,0.0002,0.1622,0.0065,0.0998
3604,0.0000,0.0000,0.0000,0.5418,0.0010,0.0004,0.0000,0.0000,0.0000,0.0008
3605,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3606,0.3705,0.5034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3607,0.0005,0.0006,0.0000,0.0004,0.0046,0.0016,0.0381,0.0002,0.0523,0.0001
3608,0.0001,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3609,0.7936,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3610,0.4818,0.0034,0.0074,0.0008,0.0048,0.0141,0.0025,0.0040,0.0001,0.0629
3611,0.1468,0.0007,0.0004,0.0064,0.0254,0.0045,0.0001,0.0001,0.0000,0.0006
3612,0.9902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3613,0.5274,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3614,0.0047,0.0023,0.0001,0.2172,0.0006,0.0185,0.0016,0.0271,0.0006,0.0113
3615,0.1421,0.0004,0.0001,0.1678,0.0000,0.0002,0.0001,0.0000,0.0000,0.0016
3616,0.5907,0.0005,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
3617,0.9991,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3618,0.7613,0.0094,0.0007,0.0018,0.0326,0.0035,0.0047,0.0017,0.0007,0.0017
3619,0.0001,0.0200,0.0025,0.0000,0.0008,0.0395,0.0000,0.0004,0.0014,0.0010
3620,0.2365,0.0036,0.0075,0.0005,0.0002,0.0001,0.0170,0.0003,0.0006,0.0034
3621,0.8439,0.0002,0.0000,0.0000,0.0006,0.0000,0.0001,0.0001,0.0000,0.0000
3622,0.8582,0.0065,0.0027,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000
3623,0.0363,0.0013,0.0136,0.0009,0.0003,0.3388,0.0007,0.0048,0.0245,0.0008
3624,0.1921,0.0015,0.0000,0.0013,0.0000,0.0000,0.0082,0.0000,0.0000,0.0502
3625,0.9986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3626,0.0042,0.0018,0.0000,0.1427,0.0000,0.0263,0.0000,0.0000,0.0000,0.0000
3627,0.7252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3628,0.6373,0.0233,0.0086,0.0068,0.0208,0.0017,0.0272,0.0142,0.0016,0.0106
3629,0.0157,0.2529,0.0001,0.0011,0.0000,0.0028,0.0002,0.0000,0.0003,0.0000
3630,0.0035,0.1254,0.0000,0.0016,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
3631,0.3420,0.0002,0.0000,0.0010,0.0000,0.0484,0.0000,0.0000,0.0000,0.0000
3632,0.0000,0.9980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3633,0.9650,0.0004,0.0000,0.0000,0.0008,0.0000,0.0000,0.0001,0.0000,0.0000
3634,0.9995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3635,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3636,0.2036,0.0012,0.0000,0.0000,0.0000,0.0001,0.0000,0.0008,0.0000,0.0000
3637,0.9956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3638,0.0446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9923,0.0000,0.0000
3639,0.2741,0.3384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3640,0.0002,0.9963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3641,0.9854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3642,0.3981,0.3657,0.0001,0.0010,0.0000,0.0000,0.0054,0.0000,0.0000,0.0001
3643,0.0708,0.0094,0.0029,0.0074,0.0058,0.1235,0.0064,0.0084,0.0217,0.0007
3644,0.9065,0.0022,0.0000,0.0008,0.0009,0.0001,0.0001,0.0001,0.0000,0.0000
3645,0.7028,0.0045,0.0000,0.0002,0.0036,0.0000,0.0000,0.0001,0.0000,0.0000
3646,0.0000,0.0000,0.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3647,0.9802,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3648,0.9717,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3649,0.9882,0.0002,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3650,0.1107,0.0060,0.0003,0.0004,0.0174,0.0447,0.0016,0.0151,0.0009,0.0001
3651,0.9993,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3652,0.8764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3653,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3654,0.0149,0.2128,0.0049,0.0049,0.0008,0.0002,0.0095,0.0006,0.0003,0.0010
3655,0.4208,0.1176,0.0073,0.0050,0.0016,0.0002,0.2385,0.0022,0.0004,0.0244
3656,0.0000,0.0000,0.9990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3657,0.9795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3658,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3659,0.0001,0.0023,0.9511,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000
3660,0.0000,0.9803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000
3661,0.0001,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3662,0.0117,0.0003,0.0001,0.0108,0.0008,0.0043,0.0079,0.0000,0.0007,0.0000
3663,0.0003,0.0012,0.1897,0.0001,0.0000,0.0637,0.0000,0.0001,0.0019,0.0000
3664,0.4801,0.3113,0.0143,0.0038,0.0053,0.0127,0.0033,0.0142,0.0071,0.0095
3665,0.0000,0.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3666,0.4612,0.0411,0.0000,0.0001,0.0028,0.0000,0.0006,0.0006,0.0000,0.0000
3667,0.8178,0.0001,0.0000,0.0000,0.0004,0.0000,0.0001,0.0004,0.0000,0.0000
3668,0.9861,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3669,0.9929,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000
3670,0.0002,0.1306,0.0436,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
3671,0.9982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0551,0.0000,0.0000,0.0000
3672,0.9412,0.0036,0.0002,0.0002,0.0003,0.0000,0.0035,0.0000,0.0000,0.0000
3673,0.0072,0.1201,0.0048,0.0017,0.0001,0.0139,0.0001,0.0000,0.0002,0.0000
3674,0.0000,0.0000,0.9978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3675,0.9868,0.0176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3676,0.7702,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000
3677,0.0572,0.9995,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000
3678,0.0368,0.0029,0.0279,0.0001,0.0009,0.0365,0.0006,0.0010,0.1708,0.0015
3679,0.0000,0.9994,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3680,0.0016,0.0005,0.0000,0.0011,0.0014,0.0228,0.0069,0.0000,0.0001,0.0000
3681,0.0745,0.0050,0.0002,0.0010,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
3682,0.0000,0.0001,0.9815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3683,0.7400,0.7760,0.0001,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
3684,0.0164,0.0001,0.0000,0.0000,0.0000,0.0000,0.0025,0.1803,0.0000,0.0082
3685,0.2191,0.9884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3686,0.0001,0.0000,0.0000,0.0233,0.0000,0.4992,0.0000,0.0000,0.0000,0.0000
3687,0.9993,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3688,0.0011,0.9878,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000
3689,0.2324,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0000,0.0000
3690,0.0074,0.0000,0.0000,0.0204,0.0000,0.0000,0.0003,0.0017,0.0000,0.6903
3691,0.0001,0.0004,0.9736,0.0000,0.0001,0.0003,0.0000,0.0000,0.0003,0.0000
3692,0.9830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3693,0.0090,0.1370,0.2061,0.0021,0.0011,0.0023,0.0007,0.0017,0.0023,0.0001
3694,0.9733,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3695,0.8378,0.0002,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000
3696,0.0000,0.0002,0.9126,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000
3697,0.0252,0.0002,0.2365,0.0001,0.0000,0.0005,0.0045,0.0001,0.0001,0.0000
3698,0.9888,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.7475,0.0000,0.0000
3700,0.9994,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3701,0.4459,0.0008,0.0003,0.0006,0.0008,0.0001,0.0377,0.0000,0.0000,0.1171
3702,0.9214,0.0059,0.0000,0.0012,0.0008,0.0002,0.0005,0.0000,0.0000,0.0000
